# 국립국어원의 외래어 표기법의 용례
# http://www.korean.go.kr/front/foreignSpell/foreignSpellList.do?mn_id=96
# https://www.data.go.kr/subMain.jsp?param=REFUQUAxNTAwMzkxMg==#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMm0xJEBecHVibGljRGF0YVBrPTE1MDAzOTEyJEBeYnJtQ2Q9T0MwMDA4JEBeZXhjZWxDb3VudD0wJEBeZG93bmxvYWRDb3VudD05MyRAXm9yZ0luZGV4PURBVEEkQF5za2lwUm93cz0wJEBebWF4Um93cz0xMA==
gahnite	가나이트
ASEM	아셈
ATACMS	에이태큼스
blockbuster	블록버스터
combiner	컴바이너
coordinator	코디네이터
EEZ	이이지
gender	젠더
intranet	인트라넷
kidnet	키드넷
lesbian	레즈비언
Netday	넷데이
Netscape	넷스케이프
Sheraton	셰러턴
Dallas	댈러스
Las Vegas	라스베이거스
Pugwash	퍼그워시
San Jose	새너제이
Brittan	브리턴
Leon	리언
Campbell	캠벨
Naomi	나오미
Dole	돌
Bob	밥
Evans	에번스
Janet	재닛
Hope	호프
Bob	밥
Lewis	루이스
Edward	에드워드
Lucas	루커스
Robert	로버트
Molina	몰리나
Mario	마리오
Perl	펄
Martin	마틴
Reines	라이너스
Frederick	프레더릭
Roadman	로드먼
Denis	데니스
Rotblat	로트블랫
Joseph	조지프
Rowland	롤런드
F. Sherwood	셔우드
Sasser	새서
James	제임스
Wieschaus	비샤우스
Eric	에리크
Woosnam	우즈넘
Ian	이언
ARL	에이아르엘
Cambridge Open	케임브리지 오픈
cyberculture	사이버컬처
Du Pont	듀폰
Hewlett-Packard	휼렛 패커드
pallet	팰릿
scholarship	스칼러십
Barshefsky	바셰프스키
Charlene	샬린
Brooks	브룩스
Mark	마크
Bullock	불럭
Sandra	샌드라
Cage	케이지
Nicolas	니컬러스
Jean	장
Ferguson	퍼거슨
Sarah	세라
Gibson	깁슨
Mel	멜
Holbrooke	홀브룩
Richard	리처드
Johnston	존스턴
Donald	도널드
Kantor	캔터
Michael	마이클
Sarandon	서랜던
Susan	수전
Tilelli	틸럴리
John	존
Baltimore Orioles	볼티모어 오리올스
Boston Red Sox	보스턴 레드 삭스
California Angels	캘리포니아 에인절스
Chicago White Sox	시카고 화이트 삭스
Cleveland Indians	클리블랜드 인디언스
Detroit Tigers	디트로이트 타이거스
Kansas City Royals	캔자스시티 로열스
Milwaukee Brewers	밀워키 브루어스
Minesota Twins	미네소타 트윈스
New York Yankees	뉴욕 양키스
Oakland Athletics	오클랜드 애슬레틱스
Seattle Mariners	시애틀 매리너스
Texas Rangers	텍사스 레인저스
Toronto Blue Jays	토론토 블루 제이스
Atlanta Braves	애틀랜타 브레이브스
Chicago Cubs	시카고 컵스
Cincinnati Reds	신시내티 레즈
Colorado Rockies	콜로라도 로키스
Florida Marlins	플로리다 말린스
Houston Astros	휴스턴 애스트로스
Los Angeles Dodgers	로스앤젤레스 다저스
Montreal Expos	몬트리올 엑스포스
New York Mets	뉴욕 메츠
Philadelphia Phillies	필라델피아 필리스
Pittsburgh Pirates	피츠버그 파이리츠
San Diego Padres	샌디에이고 파드리스
San Francisco Giants	샌프란시스코 자이언츠
St. Louis Cardinals	세인트루이스 카디널스
alarm	알람
Endeavour	인데버
extract	진액
hooligan	열광팬
Megan	메건
Memorial	메모리얼
Midas	미다스
plaque	치석
shoot	슈트
shoot	슛
Boorda	보다
Jeremy Mike	제러미 마이크
Buchanan	뷰캐넌
James M	제임스
Collenette	콜넷
David	데이비드
Henman	헨먼
Tim	팀
Johnson	존슨
Jay	제이
Lott	롯
Trent	트렌트
O'meara	오마라
Mark	마크
Peterson	피터슨
Douglas Pete	더글러스 피트
Powell	파월
Mike	마이크
Boston Celtics	보스턴 셀틱스
Miami Heat	마이애미 히트
New Jersey Nets	뉴저지 네츠
New York Knickerbockers	뉴욕 니커보커스
Orlando Magic	올랜도 매직
Washington Bullets	워싱턴 불리츠
Atlanta Hawks	애틀랜타 호크스
Charlotte Hornets	샬럿 호니츠
Chicago Bulls	시카고 불스
Cleveland Cavaliers	클리블랜드 캐벌리어스
Detroit Pistons	디트로이트 피스턴스
Indiana Pacers	인디애나 페이서스
Milwaukee Bucks	밀워키 벅스
Toronto Raptors	토론토 랩터스
Dallas Mavericks	댈러스 매버릭스
Denver Nuggets	덴버 너기츠
Houston Rockets	휴스턴 로키츠
Minnesota Timberwolves	미네소타 팀버울브스
San Antonio Spurs	샌안토니오 스퍼스
Utah Jazz	유타 재즈
Vancouver Grizzlies	밴쿠버 그리즐리스
Golden State Warriors	골든 스테이트 워리어스
Los Angeles Clippers	로스앤젤레스 클리퍼스
Los Angeles Lakers	로스앤젤레스 레이커스
Phoenix Suns	피닉스 선스
Portland Trail Blazers	포틀랜드 트레일 블레이저스
Sacramento Kings	새크라멘토 킹스
Seattle Supersonics	시애틀 슈퍼소닉스
ABC	에이비시
KAIST	카이스트
KIST	키스트
Malcolm X	맬컴 엑스
settop box	셋톱 박스
sysop	운영자
Turkish bath	증기탕
Clinton	클린턴
Chelsea	첼시
Gore	고어
Al	앨버트
Gore	고어
Mary Tipper	메리 티퍼
Kemp	켐프
Jack	잭
Panetta	패네타
Leon	리언
Perot	페로
Ross	로스
Smith	스미스
Michelle	미첼
ANN	앤
BART	바트
CAM	캠
DAN	댄
EVE	이브
FRANKIE	프랭키
GLORIA	글로리아
HERB	허브
IAN	이언
JOY	조이
KIRK	커크
LISA	리사
MARTY	마티
NIKI	니키
ORSON	오슨
PIPER	파이퍼
RICK	릭
SALLY	샐리
TOM	톰
VIOLET	바이올렛
WILLIE	윌리
YATES	예이츠
ZANE	제인
ABEL	에이벌
BETH	베스
CARLO	칼로
DALE	데일
ERNIE	어니
FERN	펀
GREG	그레그
HANNAH	해나
ISA	아이사
JIMMY	지미
KELLY	켈리
LEVI	리바이
MARIE	매리
NESTOR	네스터
OPAL	오펄
PETER	피터
ROSIE	로지
SCOTT	스콧
TINA	티나
VICTOR	빅터
WINNIE	위니
YULE	율
ZITA	지타
AMBER	앰버
BING	빙
CASS	캐스
DAVID	데이비드
ELLA	엘라
FRITZ	프리츠
GINGER	진저
HANK	행크
IVAN	아이번
JOAN	조앤
KEITH	키스
LINDA	린다
MORT	모트
NICHOLE	니콜
OTTO	오토
PENNY	페니
REX	렉스
STELLA	스텔라
TODD	토드
VICKI	비키
WALDO	월도
YANNI	얘니
ZEB	젭
ALEX	알렉스
BABS	뱁스
CHIP	칩
DAWN	돈
ELVIS	엘비스
FAITH	페이스
GIL	길
HILDA	힐다
IRIS	아이리스
JACOB	제이컵
KATE	케이트
LEO	리오
MAGGIE	매기
NEIL	닐
OLGA	올가
PAUL	폴
RACHEL	레이철
SAM	샘
TANYA	태냐
VIRGIL	버질
WENDY	웬디
YORK	요크
ZIA	지아
Alzheimer disease	알츠하이머
goped	고페드
macarena	마카레나
snooker	스누커
styrofoam	스티로폼
Taleban	탈레반
Ximenes	시메네스
Bonds	본즈
Barry	배리
Curl	컬
Robert	로버트
Doherty	도허티
Peter	피터
Hunziker	헌지커
Evan	에번
Kroto	크로토
Harold	해럴드
Lee	리
David	데이비드
Lord	로드
Winston	윈스턴
Mirrlees	멀리스
James Alexander	제임스 알렉산더
Saavedra	사베드라
Osheroff	오셔로프
Douglas	더글러스
Richardson	리처드슨
Robert	로버트
Smalley	스몰리
Richard	리처드
Vickrey	비크리
William Spencer	윌리엄 스펜서
Buffalo Bills	버펄로 빌스
Indianapolis Colts	인디애나폴리스 콜츠
Miami Dolphins	마이애미 돌핀스
New England Patriots	뉴잉글랜드 패트리어츠
New York Jets	뉴욕 제츠
Cincinnati Bengals	신시내티 벵골스
Cleveland Browns	클리블랜드 브라운스
Huston Oilers	휴스턴 오일러스
Pittsburgh Steelers	피츠버그 스틸러스
Denver Broncos	덴버 브롱코스
Kansas City Chiefs	캔자스시티 치프스
Los Angeles Raiders	로스앤젤레스 레이더스
San Diego Chargers	샌디에이고 차저스
Seattle Seahawks	시애틀 시호크스
Dallas Cowboys	댈러스 카우보이스
New York Giants	뉴욕 자이언츠
Philadelphia Eagles	필라델피아 이글스
Phoenix Cardinals	피닉스 카디널스
Washington Redskins	워싱턴 레드스킨스
Chicago Bears	시카고 베어스
Detroit Lions	디트로이트 라이언스
Green Bay Packers	그린베이 패커스
Minnesota Vikings	미네소타 바이킹스
Tampa Bay Buccaneers	탬파베이 버커니어스
Atlanta Falcons	애틀랜타 팰컨스
Los Angeles Rams	로스앤젤레스 램스
New Orleans Saints	뉴올리언스 세인츠
air dome	에어돔
exodus	엑소더스
hacker	해커
Hizbollah	헤즈볼라
Madison Square Garden	매디슨 스퀘어 가든
rheumatism	류머티즘
steviocide	스테비오사이드
Superbowl	슈퍼볼
Sulawesi	술라웨시
Blair	블레어
Tony	토니
Dole	돌
Elizabeth	엘리자베스
Maskhadov	마스하도프
Aslan	아슬란
Olajuwon	올라주원
Hakeem	하킴
Stockton	스톡턴
John	존
Vanessa-Mae	바네사 메이
Nahayan	나하얀
William Jefferson	윌리엄 제퍼슨
Albert Gore	앨버트 고어
Robert Rubin	로버트 루빈
William Cohen	윌리엄 코언
Alexis Herman	알렉시스 허먼
Donna Shalala	도나 섈레일라
Andrew Cuomo	앤드루 쿠오모
Janet Reno	재닛 리노
Bruce Babbitt	브루스 배빗
Dan Glickman	댄 글리크먼
Rodney Slater	로드니 슬레이터
Richard Riley	리처드 라일리
Jesse Brown	제시 브라운
Richardson	리처드슨
Bill	빌
Carol Browner	캐럴 브라우너
Bowles	볼스
Erskine	어스킨
Franklin Raines	프랭클린 레인스
Alan Blinder	앨런 블라인더
Sandy Berger	샌디 버거
Cheik Sid Ahmed Ould	셰크 시드 아메드 울드
Windpayade Raymond	왱파야드 레몽
Alfredo Francisco Ungo	알프레도 프란시스코 웅고
Mack Williams	맥 윌리엄스
Horst Mezei	호르스트 메차이
amorphous	어모퍼스
aqualung	애퀄렁
Deep blue	디프 블루
Hale Bopp	헤일 봅
mogul	모굴
outlet	아웃렛
Patriot	패트리엇
quasar	퀘이사
raglan	래글런
Win-Win strategy	윈윈 전략
Democratic Republic of Congo	콩고 민주 공화국
Bertini	버티니
Catherine A	캐서린
Boothroyd	부스로이드
Betty	베티
Booth	부스
Cherie	셰리
Foley	폴리
Thomas	토머스
Freeh	프리
Louis	루이스
Gates	게이츠
Bill	빌
Gephardt	게파트
Richard	리처드
Greenspan	그린스펀
Alan	앨런
Heath	히스
Edward	에드워드
McDormand	맥도먼드
Frances	프랜시스
Minghella	밍겔라
Anthony	앤서니
Rush	러시
Geoffrey	제프리
Tenet	테닛
George	조지
Woods	우즈
Tiger	타이거
Gerald R. McGhie	제럴드 맥기
Brendan Moran	브렌던 모런
Stephen Brown	스티븐 브라운
Mack Williams	맥 윌리엄스
Michel Perrault	미셸 페로
David Blunkett	데이비드 블렁킷
Donald Dewar	도널드 듀어
Ron Davies	론 데이비스
Frank Dobson	프랭크 돕슨
Chris Smith	크리스 스미스
Jack Cunningham	잭 커닝엄
Gavin Strang	개빈 스트랭
Lord Irvine	어빈
Ann Taylor	앤 테일러
Lord Richard	리처드
David Clark	데이비드 클라크
Darling	달링
Alistair	앨리스터
Paparazzi	파파라치
SEALS	실스
Jobs	잡스
Steve	스티브
Shelton	셸턴
Henry	헨리
Sperling	스펄링
Gene	진
Air New Zealand	뉴질랜드 항공
Northwest Airlines	노스웨스트 항공
American Airlines	아메리칸 항공
United Airlines	유나이티드 항공
Continental Airlines	콘티넨털 항공
Delta Air Lines	델타 항공
Trans World Airlines	트랜스월드 항공
Federal Express	페더럴 익스프레스
Gulf Air	걸프 항공
Aer Lingus	아일랜드 항공
Virgin Atlantic Airways	버진 애틀랜틱 항공
British Airways	영국 항공
Ansett Australia	앤셋 항공
Qantas Airways	콴타스 항공
Air Canada	에어 캐나다
Canadian Airlines International	캐나디안 항공
Wellington	웰링턴
Auckland	오클랜드
Christchurch	크라이스트처치
Dulles	덜레스
National	내셔널
Kennedy	케네디
La Guardia	라과디아
Newark	뉴어크
O'hare	오헤어
Texas Intercontinental	텍사스 인터콘티넨털
Los Angeles	로스앤젤레스
San Francisco	샌프란시스코
Boston	보스턴
Denver	덴버
Atlanta	애틀랜타
Miami	마이애미
Anchorage	앵커리지
Honolulu	호놀룰루
Dublin	더블린
Heathrow	히스로
Gatwick	개트윅
Manchester	맨체스터
Edinburgh	에든버러
Sydney	시드니
Melbourne	멜버른
Brisbane	브리즈번
Perth	퍼스
Ottawa	오타와
Mirabel	미러벨
Dorval	도밸
Lester Pearson	레스터 피어슨
Vancouver	밴쿠버
Winnipeg	위니펙
Cassini	카시니
Hamas	하마스
Neurochip	뉴로칩
NIST	니스트
Stinger	스팅어
McAleese	매컬리스
Mary	메리
Aleksandrovich	알렉산드로비치
Shipley	시플리
Jenny	제니
Arthur	아서
Yassin	야신
Ahmed	아메드
Steven Chu	스티븐 추
Dario Fo	다리오 포
ICBL	지뢰금지국제운동
Jody Williams	조디 윌리엄스
Robert C. Merton	로버트 머튼
Myron S. Scholes	마이런 숄스
DEWKS	듀크스
Pokemon	포케몬
Ronald Reagan	로널드 레이건
big deal	업종 교환
synergy	상승 효과
Louise	루이즈
Soros	소로스
George	조지
Bridge Loan	브리지 론
millennium bug	밀레니엄 버그
Vulture Fund	벌처 펀드
Volcker	볼커
Paul	폴
Cameron	캐머런
James	제임스
Nicholson	니컬슨
Jack	잭
Helen Hunt	헬렌 헌트
Robin Williams	로빈 윌리엄스
Ben Affleck	벤 애플렉
Helgeland	헬걸런드
Brian	브라이언
The Full Monty	풀 몬티
Titanic	타이타닉
My Heart Will Go On	마이 하트 윌 고 온
Men in Black	멘 인 블랙
The Long Way Home	더 롱 웨이 홈
A Story of Healing	어 스토리 오브 힐링
Donen	도넌
Stanley	스탠리
nomenklatura	노멘클라투라
Mars Polar Lander	마스 폴러 랜더
MERCOSUR	메르코수르
contents	콘텐츠
portal service	포털 서비스
Gould	굴드
Stephen Jay	스티븐 제이
Duval	듀발
David	데이비드
Leonard	레너드
Justin	저스틴
Rhys-Jones	라이스존스
Sophie	소피
Murdoch	머독
Keith Rupert	키스 루퍼트
Mellon	멜런
Paul	폴
Bouchard	부샤르
Lucien	뤼시앵
Buchanan	뷰캐넌
Pat	팻
Steinem	스타이넘
Gloria	글로리아
Stuart	스튜어트
Pane	페인
Stephen	스티븐
Ninian Martin	니니언 마틴
Andreessen	앤드리슨
Marc	마크
Croft	크로프트
Lara	라라
Thompson	톰슨
Emma	에마
Forbes	포브스
Steve	스티브
Hastert	해스터트
Dennis	데니스
Hoffa	호파
James	제임스
Trafalgar	트래펄가
Dunant	뒤낭
Jean Henri	장 앙리
Charles Gobat	샤를고바
Randal Cremer	랜들 크리머
Suttner	주트너
Bertha von	베르타 폰
Theodore Roosevelt	시어도어 루스벨트
Ernesto Teodoro Moneta	에르네스토 테오도로 모네타
Louis Renault	루이 르노
Klas Pontus Arnoldson	클라스 폰투스 아르놀드손
Fredrik Bajer	프레드리크 바예르
Auguste Beernaert	오귀스트 베르나르트
Alfred Hermann Fried	알프레트 헤르만 프리트
Elihu Root	엘리휴 루트
Henri Lafontaine	앙리 라퐁텐
Wilson	윌슨
Thomas Woodrow	토머스 우드로
Karl Hjalmar Branting	칼 얄마르 브란팅
Fridtjof Nansen	프리드쇼프 난센
Austen Chamberlain	오스틴 체임벌린
Dawes	도스
Charles Gates	찰스 게이츠
Aristide Briand	아리스티드 브리앙
Gustav Stresemann	구스타프 슈트레제만
Quidde	크비데
Ludwig	루트비히
Frank Billings Kellogg	프랭크 빌링스 켈로그
Jane Addams	제인 애덤스
Nicholas Butler	니컬러스 버틀러
Angell	에인절
Norman	노먼
Arthur Henderson	아서 헨더슨
Carl von Ossietzky	카를 폰 오시에츠키
Carlos Saavedra Lamas	카를로스 사베드라 라마스
Robert Cecil	로버트 세실
Cordell Hull	코델 헐
Emily Greene Balch	에밀리 그린 볼치
John Raleigh Mott	존 롤리 모트
Ralph Johnson Bunche	랠프 존슨 번치
Jouhaux	주오
Albert Schweitzer	알베르트 슈바이처
GeorgeMarshall	조지마셜
Lester Bowles Pearson	레스터 볼스 피어슨
Georges Pire	조르주 피르
Philip Noel-Baker	필립 노엘베이커
AlbertLuthuli	앨버트 루툴리
Dag Hjalmar Agne Carl	다그 얄마르 앙네 칼
Linus Carl Pauling	라이너스 칼 폴링
International Red Cross	국제적십자
League of Red Cross Societies	적십자사연맹
Martin Luther King	마틴 루서 킹
Norman Ernest Borlaug	노먼 어니스트 볼로그
Willy Brandt	빌리 브란트
Kissinger	키신저
Henry Alfred	헨리 앨프리드
Le Duc Tho	레 둑 토
Mairead Corrigan-Maguire	메어리드 코리건매과이어
Amnesty International	국제사면위원회
Menachem Begin	메나헴베긴
Anwar Sadat	안와르 사다트
Mother Theresa of Calcutta	테레사 수녀
Alva Myrdal	알바 뮈르달
Alfonso Garcia Robles	알폰소 가르시아 로블레스
Lech Wa esa	레흐 바웬사
Desmond Tutu	데즈먼드투투
Elie Wiesel	엘리 위젤
Rigoberta Menchu	리고베르타 멘추
Yitzhak Rabin	이츠하크 라빈
Shimon Peres	시몬 페레스
Yasser Arafat	야세르 아라파트
Pugwash Conferences on Science and World Affairs	퍼그워시 회의
John Hume	존 흄
Gamaa	가마아
Dayak	다야크
Louisvuitton	루이뷔통
Jihad	지하드
Goldberg	골드버그
Whoopi	우피
Daley	데일리
William	윌리엄
DiMaggio	디마지오
Joe	조
Dion	디옹
Celine	셀린
McDougal	맥두걸
Susan	수전
Menuhin	메뉴인
Yehudi	예후디
Brzezinski	브레진스키
Zbigniew	즈비그뉴
Seles	셀레스
Monica	모니카
Stern	스턴
Isaac	아이작
Stoppard	스토파드
Miriam	미리엄
Stoppard	스토파드
Tom	톰
Springsteen	스프링스틴
Bruce	브루스
Spielberg	스필버그
Steven	스티븐
Arnett	아넷
Peter	피터
Aris	에어리스
Michael	마이클
Elizabeth	엘리자베스
Okalik	오칼리크
Paul	폴
Kazan	카잔
Elia	엘리아
Cook	쿡
Robin	로빈
Quant	퀀트
Mary	메리
Kubrick	큐브릭
Stanley	스탠리
Clark	클라크
Wesley	웨슬리
Kevorkian	키보키언
Jack	잭
Prince Philip	필립 공
Duke of Edinburgh	에든버러 공작
Harrison	해리슨
William	윌리엄
Nunavut Territories	누나부트 준주
Montenegro	몬테네그로 공화국
Dubnium	더브늄
Rutherfordium	러더포듐
Meitnerium	마이트너륨
Bohrium	보륨
Seaborgium	시보귤
Unununium	우누누늄
Ununnilium	우누닐륨
Ununbium	우눈븀
Hassium	하슘
James Coburn	제임스 코번
Judi Dench	주디 덴치
Life Is Beautiful	인생은 아름다워
Bill Condon	빌 콘던
Saving Private Ryan	라이언 일병 구하기
Saving Private Ryan	라이언 일병 구하기
Saving Private Ryan	라이언 일병 구하기
Shakespeare in Love	셰익스피어 인 러브
When You Believe	웬 유 빌리브
The Last Days	더 라스트 데이스
Saving Private Ryan	라이언 일병 구하기
Elizabeth	엘리자베스
Bunny	버니
